rating,book_title,book_author,year_of_publication,publisher,Category
0,High Five (A Stephanie Plum Novel),Janet Evanovich,2000.0,St. Martin's Paperbacks,fiction
5,Fatal Voyage,Kathy Reichs,2002.0,Pocket,fiction
7,The Bridges of Madison County,Robert James Waller,1992.0,Warner Books,fiction
0,The Tommyknockers,Stephen King,1994.0,Signet Book,fiction
0,Message in a Bottle,Nicholas Sparks,1999.0,Warner Vision,fiction
0,The Chamber,John Grisham,1995.0,Dell Publishing Company,fiction
7,Plain Truth,Jodi Picoult,2001.0,Washington Square Press,fiction
10,Outlander,DIANA GABALDON,1992.0,Dell,fiction
9,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002.0,Hyperion Press,fiction
8,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004.0,Signet Book,fiction
0,The Prince of Tides,Pat Conroy,1987.0,Bantam Books,fiction
0,From Potter's Field,Patricia Daniels Cornwell,1996.0,Berkley Publishing Group,fiction
8,Full Speed (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks,fiction
0,A Painted House,John Grisham,2001.0,Dell Publishing Company,fiction
7,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999.0,Fawcett Books,fiction
0,Montana Sky,Nora Roberts,2000.0,Jove Books,fiction
5,The Nanny Diaries: A Novel,Emma McLaughlin,2003.0,St. Martin's Griffin,fiction
0,Without Remorse,Tom Clancy,2004.0,Berkley Publishing Group,fiction
0,I'll Be Seeing You,Mary Higgins Clark,1994.0,Pocket,fiction
6,From Potter's Field,Patricia Daniels Cornwell,1996.0,Berkley Publishing Group,fiction
0,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",fiction
0,The Bridges of Madison County,Robert James Waller,1992.0,Warner Books,fiction
9,The Hot Zone,Richard Preston,1995.0,Anchor,medical
9,The Poisonwood Bible,Barbara Kingsolver,1999.0,HarperCollins,fiction
8,"Key of Valor (Roberts, Nora. Key Trilogy, 3.)",Nora Roberts,2003.0,Jove Pubns,fiction
0,The Prometheus Deception,Robert Ludlum,2001.0,St. Martin's Press,fiction
6,The Horse Whisperer,Nicholas Evans,1996.0,Dell,fiction
0,Tara Road,Maeve Binchy,2000.0,Dell Publishing Company,fiction
0,A Painted House,John Grisham,2001.0,Dell Publishing Company,fiction
0,Mistaken Identity,Lisa Scottoline,2000.0,HarperTorch,fiction
8,I'll Be Seeing You,Mary Higgins Clark,1994.0,Pocket,fiction
10,The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13),Mark Haddon,2003.0,Doubleday,fiction
0,Tara Road,Maeve Binchy,2000.0,Dell Publishing Company,fiction
8,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001.0,Vintage Books USA,biography & autobiography
0,Three Junes,JULIA GLASS,2003.0,Anchor,fiction
0,The Hours: A Novel,Michael Cunningham,2002.0,Picador,fiction
0,N Is for Noose,Sue Grafton,1999.0,Fawcett Books,fiction
8,We Were the Mulvaneys,Joyce Carol Oates,1996.0,Plume,fiction
0,Good Omens,Neil Gaiman,1996.0,Ace Books,fiction
4,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993.0,Health Communications,self-help
0,The Bourne Identity,Robert Ludlum,1984.0,Bantam Books,fiction
0,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003.0,St. Martin's Press,fiction
0,Bridget Jones's Diary,Helen Fielding,2001.0,Penguin Putnam,fiction
7,Snow Falling on Cedars,David Guterson,1995.0,Vintage Books USA,fiction
0,The Hunt for Red October,Tom Clancy,1985.0,Berkley Publishing Group,fiction
0,Back Roads,Tawni O'Dell,2001.0,Signet Book,fiction
0,The Loop,Nicholas Evans,1999.0,Dell Publishing Company,fiction
6,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992.0,Ballantine Books,fiction
0,The Rainmaker,JOHN GRISHAM,1996.0,Dell,fiction
0,"Dude, Where's My Country?",Michael Moore,2003.0,Warner Books,humor
9,Key of Light (Key Trilogy (Paperback)),Nora Roberts,2003.0,Jove Books,fiction
9,The Lost Boy: A Foster Child's Search for the Love of a Family,Dave Pelzer,1997.0,Health Communications,biography & autobiography
9,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial,fiction
0,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992.0,Ballantine Books,fiction
0,Heart of the Sea (Irish Trilogy),Nora Roberts,2000.0,Jove Books,businessmen
0,The Lost World,Michael Crichton,1996.0,Ballantine Books,fiction
7,Wish You Well,David Baldacci,2001.0,Warner Books,fiction
7,Atonement : A Novel,IAN MCEWAN,2003.0,Anchor,fiction
8,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
0,The Nanny Diaries: A Novel,Emma McLaughlin,2002.0,St. Martin's Press,fiction
9,Of Mice and Men (Penguin Great Books of the 20th Century),John Steinbeck,1993.0,Penguin Books,fiction
0,1st to Die: A Novel,James Patterson,2002.0,Warner Vision,fiction
0,Suzanne's Diary for Nicholas,James Patterson,2003.0,Warner Books,fiction
0,Secrets,DANIELLE STEEL,1986.0,Dell,fiction
0,Pride and Prejudice,Jane Austen,1981.0,Bantam,fiction
0,Turtle Moon,Alice Hoffman,1993.0,Berkley Publishing Group,fiction
6,The Valley of Horses,JEAN M. AUEL,1984.0,Bantam,fiction
0,Quentins,Maeve Binchy,2003.0,Signet Book,fiction
10,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
0,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998.0,Del Rey,juvenile fiction
0,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003.0,Anchor,fiction
7,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003.0,Doubleday,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,Tom Clancy's Op-Center (Tom Clancy's Op Center (Paperback)),Tom Clancy,1995.0,Berkley Publishing Group,fiction
10,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000.0,Penguin Books,fiction
0,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,1993.0,Vintage,fiction
7,The Tommyknockers,Stephen King,1994.0,Signet Book,fiction
0,The Terminal Man,Michael Crichton,1988.0,Ballantine Books,fiction
7,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks,fiction
0,P Is for Peril,Sue Grafton,2002.0,Ballantine Books,fiction
0,Betrayal in Death,Nora Roberts,2001.0,Berkley Publishing Group,fiction
0,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996.0,Ballantine Books,fiction
0,The Lilac Bus: Stories,Maeve Binchy,1992.0,Dell,fiction
8,L Is for Lawless,Sue Grafton,1996.0,Fawcett Books,fiction
0,Seabiscuit,LAURA HILLENBRAND,2003.0,Ballantine Books,history
0,Little Altars Everywhere: A Novel,Rebecca Wells,1996.0,Perennial,fiction
10,A Prayer for Owen Meany,John Irving,1990.0,Ballantine Books,fiction
0,The Deep End of the Ocean,Jacquelyn Mitchard,1999.0,Signet Book,fiction
7,1st to Die: A Novel,James Patterson,2002.0,Warner Vision,fiction
0,Timeline,MICHAEL CRICHTON,2000.0,Ballantine Books,fiction
7,Apollyon: The Destroyer Is Unleashed (Left Behind No. 5),Jerry Jenkins,2000.0,Tyndale House Publishers,fiction
0,The Mummy or Ramses the Damned,Anne Rice,1991.0,Ballantine Books,fiction
0,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter,2004.0,Jove Books,fiction
8,Firefly Summer,Maeve Binchy,1989.0,Dell,fiction
0,Secret Prey,John Sandford,2003.0,Berkley Publishing Group,fiction
10,The Last Time They Met : A Novel,Anita Shreve,2002.0,Back Bay Books,fiction
4,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,Snow Falling on Cedars,David Guterson,1995.0,Vintage Books USA,fiction
8,The Loop,Nicholas Evans,1999.0,Dell Publishing Company,fiction
0,Morality for Beautiful Girls (No.1 Ladies Detective Agency),Alexander McCall Smith,2002.0,Anchor,fiction
9,The Handmaid's Tale,Margaret Atwood,1989.0,Fawcett Books,british and irish fiction (fictional works by one author).
0,Tough Cookie,Diane Mott Davidson,2001.0,Bantam Books,fiction
0,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2002.0,St. Martin's Press,fiction
0,A Prayer for Owen Meany,John Irving,1990.0,Ballantine Books,fiction
8,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999.0,Arthur A. Levine Books,juvenile fiction
7,ANGELA'S ASHES,Frank McCourt,1996.0,Scribner,biography & autobiography
8,Rising Sun,MICHAEL CRICHTON,1992.0,Ballantine Books,fiction
0,The Hundred Secret Senses,Amy Tan,1996.0,Ivy Books,fiction
5,Dreamcatcher,Stephen King,2001.0,Scribner,fiction
0,The Empty Chair,Jeffery Deaver,2001.0,Pocket,fiction
0,Unnatural Exposure,Patricia Daniels Cornwell,1998.0,Berkley Publishing Group,fiction
10,Sleep No More,Greg Iles,2003.0,Signet Book,fiction
0,Rainbow Six,Tom Clancy,2004.0,Berkley Publishing Group,fiction
0,Mortal Prey,John Sandford,2003.0,Berkley Publishing Group,fiction
0,Certain Prey,John Sandford,2000.0,Berkley Publishing Group,fiction
0,"Irish Rebel (Special Edition, 1328)",Nora Roberts,2000.0,Silhouette,fiction
9,The Hundred Secret Senses,Amy Tan,1996.0,Ivy Books,fiction
0,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996.0,Regan Books,fiction
0,Prey,Michael Crichton,2003.0,Avon Books,fiction
0,One Flew Over the Cuckoo's Nest,Ken Kesey,1989.0,Signet Book,fiction
9,Angela's Ashes: A Memoir,Frank McCourt,1999.0,Scribner,biography & autobiography
0,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995.0,ACE Charter,fiction
0,A Civil Action,JONATHAN HARR,1996.0,Vintage,law
0,Seize the Night,DEAN KOONTZ,1999.0,Bantam,fiction
0,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997.0,Vintage Books USA,african american men
10,Purity in Death,J.D. Robb,2002.0,Berkley Publishing Group,fiction
0,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002.0,Miramax Kids,juvenile fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
5,Daughter of Fortune: A Novel,Isabel Allende,2001.0,HarperTorch,fiction
8,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998.0,Tyndale House Publishers,fiction
0,A Thin Dark Line (Mysteries & Horror),TAMI HOAG,1998.0,Bantam,fiction
0,Cry Wolf,TAMI HOAG,1993.0,Bantam,fiction
0,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000.0,Penguin Books,fiction
7,Bleachers,John Grisham,2003.0,Doubleday,fiction
6,In Her Shoes : A Novel,Jennifer Weiner,2003.0,Washington Square Press,fiction
0,Nights in Rodanthe,Nicholas Sparks,2002.0,Warner Books,fiction
0,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990.0,Perennial,fiction
0,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003.0,Doubleday,fiction
0,The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999.0,Scribner,fiction
0,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998.0,HarperTorch,nature
0,Where Are the Children?,Mary Higgins Clark,1992.0,Pocket,fiction
0,To Kill a Mockingbird,Harper Lee,1988.0,Little Brown & Company,fiction
0,"Dude, Where's My Country?",Michael Moore,2003.0,Warner Books,humor
10,Good Omens,Neil Gaiman,1996.0,Ace Books,fiction
10,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
0,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002.0,Ballantine Books,fiction
8,Engaging The Enemy,Nora Roberts,2003.0,Silhouette,fiction
0,The Laws of Our Fathers,Scott Turow,1997.0,Warner Books,fiction
0,The Killer Angels,Michael Shaara,1993.0,Ballantine Books,fiction
6,Bridget Jones's Diary,Helen Fielding,1997.0,Picador (UK),diary fiction
0,The Villa,Nora Roberts,2002.0,Jove Books,fiction
0,Congo,Michael Crichton,1995.0,Ballantine Books,fiction
0,The First Counsel,Brad Meltzer,2001.0,Warner Vision,fiction
0,N Is for Noose,Sue Grafton,1999.0,Fawcett Books,fiction
0,Isle of Dogs,Patricia Cornwell,2002.0,Berkley Publishing Group,fiction
7,Sphere,MICHAEL CRICHTON,1988.0,Ballantine Books,fiction
0,Welcome to Temptation,Jennifer Crusie,2001.0,St. Martin's Paperbacks,fiction
0,The Runaway Jury,JOHN GRISHAM,1996.0,Doubleday,fiction
0,Rules of Prey,John Sandford,1992.0,Berkley Publishing Group,fiction
0,Mistaken Identity,Lisa Scottoline,2000.0,HarperTorch,fiction
8,The Summons,John Grisham,2002.0,Dell Publishing Company,fiction
0,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999.0,Arthur A. Levine Books,juvenile fiction
0,Pretend You Don't See Her,Mary Higgins Clark,1998.0,Pocket,fiction
0,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999.0,Scribner,biography & autobiography
9,"\O\"" Is for Outlaw""",Sue Grafton,1999.0,Henry Holt & Company,fiction
8,Welcome to Temptation,Jennifer Crusie,2001.0,St. Martin's Paperbacks,fiction
10,Sphere,MICHAEL CRICHTON,1988.0,Ballantine Books,fiction
10,Girl with a Pearl Earring,Tracy Chevalier,2001.0,Plume Books,fiction
0,Misery,Stephen King,2004.0,Penguin USA (Paper),fiction
8,Lord of the Flies,William Gerald Golding,1959.0,Perigee Trade,fiction
0,The Five People You Meet in Heaven,Mitch Albom,2003.0,Hyperion,fiction
7,Sea Glass: A Novel,Anita Shreve,2003.0,Back Bay Books,fiction
5,Tara Road,Maeve Binchy,2000.0,Dell Publishing Company,fiction
0,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996.0,Workman Pub Co,health & fitness
7,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000.0,Regan Books,fiction
7,Personal Injuries,Scott Turow,2000.0,Warner Vision,fiction
7,House of Leaves,Mark Z. Danielewski,2000.0,Pantheon Books,fiction
0,Slow Waltz in Cedar Bend,Robert James Waller,1993.0,Warner Books,fiction
0,"Dude, Where's My Country?",Michael Moore,2003.0,Warner Books,humor
0,Hearts In Atlantis,Stephen King,2000.0,Pocket,fiction
5,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000.0,Broadway,true crime
6,The Red Tent (Bestselling Backlist),Anita Diamant,1998.0,Picador USA,fiction
0,We Were the Mulvaneys,Joyce Carol Oates,1996.0,Plume,fiction
0,How to Make an American Quilt,Whitney Otto,1992.0,Ballantine Books,fiction
5,Waiting (Vintage International),Ha Jin,2000.0,Vintage Books USA,fiction
8,"The Dilbert Principle: A Cubicle'S-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions",Scott Adams,1996.0,HarperBusiness,humor
0,Time And Again,Nora Roberts,2001.0,Silhouette,fiction
0,Three Junes,JULIA GLASS,2003.0,Anchor,fiction
0,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992.0,Ballantine Books,fiction
5,Ashes to Ashes,TAMI HOAG,2000.0,Bantam,fiction
9,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks,fiction
10,One Flew Over the Cuckoo's Nest,Ken Kesey,1989.0,Signet Book,fiction
0,The Tao of Pooh,Benjamin Hoff,1983.0,Penguin Books,humor
0,The Secret Life of Bees,Sue Monk Kidd,2003.0,Penguin Books,fiction
0,Chocolat,Joanne Harris,2000.0,Black Swan,chocolate
0,The Hunt for Red October,Tom Clancy,1985.0,Berkley Publishing Group,fiction
6,The Burden of Proof,Scott Turow,1991.0,Warner Books,fiction
10,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984.0,Bantam Classics,juvenile fiction
0,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002.0,Jove Books,fiction
10,The Mulberry Tree,Jude Deveraux,2003.0,Pocket,fiction
0,The Nanny Diaries: A Novel,Emma McLaughlin,2002.0,St. Martin's Press,fiction
0,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002.0,HarperTorch,fiction
8,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002.0,Hyperion Press,fiction
8,Sole Survivor,DEAN KOONTZ,1997.0,Ballantine Books,aircraft accidents
0,Empire Falls,Richard Russo,2002.0,Vintage Books USA,fiction
8,The Mummy or Ramses the Damned,Anne Rice,1991.0,Ballantine Books,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
7,The Five People You Meet in Heaven,Mitch Albom,2003.0,Hyperion,fiction
0,Rose Madder,Stephen King,2004.0,Signet Book,fiction
0,P Is for Peril,Sue Grafton,2002.0,Ballantine Books,fiction
0,Airframe,Michael Crichton,1997.0,Ballantine Books,fiction
0,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988.0,Bantam,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,The Color Purple,Alice Walker,1990.0,Pocket,fiction
9,The Nanny Diaries: A Novel,Emma McLaughlin,2003.0,St. Martin's Griffin,fiction
10,Left Behind: A Novel of the Earth's Last Days (Left Behind #1),Tim Lahaye,2000.0,Tyndale House Publishers,fiction
9,Engaging The Enemy,Nora Roberts,2003.0,Silhouette,fiction
8,Unnatural Exposure,Patricia Daniels Cornwell,1998.0,Berkley Publishing Group,fiction
8,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986.0,Del Rey,fiction
0,Circle of Friends,Maeve Binchy,1991.0,Dell,fiction
0,Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books,fiction
0,Firefly Summer,Maeve Binchy,1989.0,Dell,fiction
7,The Street Lawyer,JOHN GRISHAM,1999.0,Dell,fiction
0,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987.0,Plume Books,fiction
0,Isle of Dogs,Patricia Cornwell,2002.0,Berkley Publishing Group,fiction
0,I'll Be Seeing You,Mary Higgins Clark,1994.0,Pocket,fiction
0,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996.0,Ballantine Books,fiction
6,The Nanny Diaries: A Novel,Emma McLaughlin,2003.0,St. Martin's Griffin,fiction
6,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
0,The Hunt for Red October,Tom Clancy,1990.0,Berkley Publishing Group,fiction
0,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000.0,Penguin Books,fiction
5,Seinlanguage,Jerry Seinfeld,1995.0,Bantam Books,humor
9,The Summons,John Grisham,2002.0,Dell Publishing Company,fiction
7,Daughter of Fortune: A Novel,Isabel Allende,2001.0,HarperTorch,fiction
0,Congo,Michael Crichton,1995.0,Ballantine Books,fiction
0,4 Blondes,Candace Bushnell,2002.0,Signet Book,fiction
0,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,2003.0,Dutton Books,humor
0,The Jury,Steve Martini,2002.0,Jove Books,fiction
0,Seven Habits Of Highly Effective People,Stephen R. Covey,1990.0,Free Press,character
0,"Whirlwind (Tyler, Book 1)",Nancy Martin,1992.0,Harlequin,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
5,The Angel of Darkness,Caleb Carr,1998.0,Ballantine Books,fiction
8,Space,James A. Michener,1988.0,Fawcett Books,fiction
10,The Face of Deception,Iris Johansen,1999.0,Bantam Books,fiction
0,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001.0,Vintage Books USA,biography & autobiography
0,Airframe,Michael Crichton,1997.0,Ballantine Books,fiction
0,Shadowfires,Dean R. Koontz,1994.0,Berkley Publishing Group,fiction
8,Icebound,Dean R. Koontz,1995.0,Ballantine Books,fiction
7,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1997.0,Signet Book,fiction
8,Eleventh Hour: An FBI Thriller (FBI Thriller (Jove Paperback)),Catherine Coulter,2004.0,Jove Books,fiction
7,Beach Music,Pat Conroy,1996.0,Bantam Books,fiction
0,The Red Tent (Bestselling Backlist),Anita Diamant,1998.0,Picador USA,fiction
8,The Switch,Sandra Brown,2001.0,Warner Vision,fiction
0,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001.0,Scholastic,juvenile fiction
0,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002.0,Viking Books,fiction
0,The Winner,David Baldacci,1998.0,Warner Vision,fiction
0,Red Storm Rising,Tom Clancy,1997.0,Berkley Publishing Group,fiction
7,What Dreams May Come : A Novel,Richard Matheson,1998.0,Tor Books,fiction
10,Heart of the Sea (Irish Trilogy),Nora Roberts,2000.0,Jove Books,businessmen
8,Plainsong (Vintage Contemporaries),KENT HARUF,2000.0,Vintage,fiction
0,Mystic River,Dennis Lehane,2002.0,HarperTorch,fiction
5,While I Was Gone,Sue Miller,1999.0,Ballantine Books,fiction
0,Saving Faith,David Baldacci,2000.0,Warner Vision,fiction
0,Angela's Ashes: A Memoir,Frank McCourt,1999.0,Scribner,biography & autobiography
7,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
9,Wifey,Judy Blume,1989.0,Pocket,fiction
4,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996.0,Penguin Books,fiction
0,It Was on Fire When I Lay Down on It,Robert Fulghum,1993.0,Ivy Books,literary collections
0,Total Control,David Baldacci,1997.0,Warner Books,fiction
0,Wish You Well,David Baldacci,2001.0,Warner Books,fiction
0,How to Make an American Quilt,Whitney Otto,1992.0,Ballantine Books,fiction
9,The Eyre Affair: A Novel,Jasper Fforde,2003.0,Penguin Books,fiction
0,Circle of Friends,Maeve Binchy,1991.0,Dell,fiction
0,Executive Orders (Jack Ryan Novels),Tom Clancy,1997.0,Berkley Publishing Group,fiction
0,From a Buick 8,Stephen King,2003.0,Pocket Books,fiction
10,East of Eden (Oprah's Book Club),John Steinbeck,2003.0,Penguin Books,fiction
0,A Painted House,John Grisham,2001.0,Dell Publishing Company,fiction
0,Girl with a Pearl Earring,Tracy Chevalier,2001.0,Plume Books,fiction
7,A Time to Kill,JOHN GRISHAM,1992.0,Dell,fiction
9,Jewel,Bret Lott,1999.0,Washington Square Press,fiction
8,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
0,"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994.0,Anchor Books/Doubleday,fiction
10,Kaleidoscope,Danielle Steel,1988.0,Dell,fiction
0,The Poisonwood Bible,Barbara Kingsolver,1999.0,HarperCollins,fiction
0,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997.0,Amber-Allen Publishing,self-help
0,It,Stephen King,1997.0,Signet Book,fiction
10,Fortune's Rocks: A Novel,Anita Shreve,1999.0,Back Bay Books,fiction
0,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
9,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
0,Silence of the Lambs,Thomas Harris,1991.0,St. Martin's Press,fiction
8,Sick Puppy,Carl Hiaasen,2001.0,Warner Vision,fiction
0,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989.0,Berkley Publishing Group,fiction
0,American Gods,Neil Gaiman,2002.0,HarperTorch,fiction
0,Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003.0,Putnam Publishing Group,fiction
9,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown",fiction
0,The Testament,John Grisham,1999.0,Doubleday Books,fiction
0,The Client,John Grisham,1994.0,Dell Publishing Company,fiction
7,Bee Season: A Novel,Myla Goldberg,2001.0,Anchor Books/Doubleday,fiction
0,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,1993.0,Ballantine Books,fiction
5,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
10,Animal Farm,George Orwell,2004.0,Signet,fiction
9,Black Notice,Patricia Daniels Cornwell,2000.0,Berkley Publishing Group,fiction
8,A Prayer for Owen Meany,John Irving,1990.0,Ballantine Books,fiction
0,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
8,The God of Small Things,Arundhati Roy,1998.0,Perennial,fiction
0,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
0,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003.0,Scholastic,juvenile fiction
3,Wild Animus,Rich Shapero,2004.0,Too Far,fiction
8,Pope Joan (Ballantine Reader's Circle),Donna Woolfolk Cross,1996.0,Ballantine Books,fiction
10,The Red Tent (Bestselling Backlist),Anita Diamant,1998.0,Picador USA,fiction
0,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002.0,Hyperion Press,fiction
0,The Reader,Bernhard Schlink,1999.0,Vintage Books USA,fiction
8,Blessings,ANNA QUINDLEN,2002.0,Random House,fiction
0,The Pact: A Love Story,Jodi Picoult,1999.0,Quill,fiction
8,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002.0,Touchstone,fiction
9,A Civil Action,JONATHAN HARR,1996.0,Vintage,law
8,Neverwhere,Neil Gaiman,1998.0,Avon,fiction
0,Black Notice,Patricia Daniels Cornwell,1999.0,Putnam Pub Group,fiction
0,The Nanny Diaries: A Novel,Emma McLaughlin,2002.0,St. Martin's Press,fiction
0,"Loves Music, Loves to Dance",Mary Higgins Clark,1992.0,Pocket,fiction
8,Memoirs of a Geisha,Arthur Golden,1997.0,Alfred A. Knopf,fiction
0,From Potter's Field,Patricia Daniels Cornwell,1996.0,Berkley Publishing Group,fiction
6,The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard,1996.0,Penguin USA,fiction
0,Open Season,Linda Howard,2002.0,Pocket,fiction
10,The Da Vinci Code,Dan Brown,2003.0,Doubleday,fiction
0,Toxin,Robin Cook,1999.0,Berkley Publishing Group,fiction
0,Exclusive,Sandra Brown,1997.0,Warner Books,fiction
0,Move to Strike,Perri O'Shaughnessy,2001.0,Island,fiction
0,The Red Tent (Bestselling Backlist),Anita Diamant,1998.0,Picador USA,fiction
0,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997.0,Perennial,fiction
1,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996.0,Tyndale House Publishers,rapture (christian eschatology)
7,Fahrenheit 451,RAY BRADBURY,1987.0,Del Rey,fiction
0,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998.0,Tyndale House Publishers,fiction
0,The Hot Zone,Richard Preston,1995.0,Anchor,medical
10,Standing in the Rainbow,FANNIE FLAGG,2003.0,Ballantine Books,fiction
9,Hannibal,Thomas Harris,2000.0,Dell Publishing Company,fiction
0,Saving Faith,David Baldacci,2000.0,Warner Vision,fiction
0,1st to Die: A Novel,James Patterson,2002.0,Warner Vision,fiction
8,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998.0,Tyndale House Publishers,fiction
0,Sole Survivor,DEAN KOONTZ,1997.0,Ballantine Books,aircraft accidents
10,Watership Down,Richard Adams,1976.0,Avon,fiction
