isbn;book_title;book_author;year_of_publication;publisher;img_l;Language;Category
0312983824;Faking It;Jennifer Crusie;2003.0;St. Martin's Paperbacks;http://images.amazon.com/images/P/0312983824.01.LZZZZZZZ.jpg;9;9
0345370805;How to Make an American Quilt;Whitney Otto;1992.0;Ballantine Books;http://images.amazon.com/images/P/0345370805.01.LZZZZZZZ.jpg;en;['Fiction']
0375700757;Cold Mountain : A Novel;CHARLES FRAZIER;1998.0;Vintage;http://images.amazon.com/images/P/0375700757.01.LZZZZZZZ.jpg;en;['Fiction']
0375703055;Ellen Foster;Kaye Gibbons;1997.0;Vintage Books;http://images.amazon.com/images/P/0375703055.01.LZZZZZZZ.jpg;9;9
0385490445;Alias Grace : A Novel;Margaret Atwood;1997.0;Anchor;http://images.amazon.com/images/P/0385490445.01.LZZZZZZZ.jpg;en;['Fiction']
0446673544;Sex & the City;Candace Bushnell;1997.0;Warner Books;http://images.amazon.com/images/P/0446673544.01.LZZZZZZZ.jpg;9;9
0671004565;We'll Meet Again;Mary Higgins Clark;2000.0;Pocket;http://images.amazon.com/images/P/0671004565.01.LZZZZZZZ.jpg;9;9
0671036505;The Vineyard;Barbara Delinsky;2001.0;Pocket Books;http://images.amazon.com/images/P/0671036505.01.LZZZZZZZ.jpg;9;9
0671793489;All Around the Town;Mary Higgins Clark;1993.0;Pocket Star;http://images.amazon.com/images/P/0671793489.01.LZZZZZZZ.jpg;en;['Fiction']
0679772677;A Civil Action;JONATHAN HARR;1996.0;Vintage;http://images.amazon.com/images/P/0679772677.01.LZZZZZZZ.jpg;en;['Law']
0743418174;Good in Bed;Jennifer Weiner;2002.0;Washington Square Press;http://images.amazon.com/images/P/0743418174.01.LZZZZZZZ.jpg;en;['Fiction']
0316781266;The Last Time They Met : A Novel;Anita Shreve;2002.0;Back Bay Books;http://images.amazon.com/images/P/0316781266.01.LZZZZZZZ.jpg;en;['Fiction']
0380814021;The Princess Diaries;Meg Cabot;2001.0;HarperTrophy;http://images.amazon.com/images/P/0380814021.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0061098795;The Wailing Wind;Tony Hillerman;2003.0;HarperTorch;http://images.amazon.com/images/P/0061098795.01.LZZZZZZZ.jpg;en;['Fiction']
0375725784;A Heartbreaking Work of Staggering Genius;Dave Eggers;2001.0;Vintage Books USA;http://images.amazon.com/images/P/0375725784.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0345339703;The Fellowship of the Ring (The Lord of the Rings, Part 1);J.R.R. TOLKIEN;1986.0;Del Rey;http://images.amazon.com/images/P/0345339703.01.LZZZZZZZ.jpg;en;['Fiction']
0345436911;The Dress Lodger (Ballantine Reader's Circle);Sheri Holman;2001.0;Ballantine Books;http://images.amazon.com/images/P/0345436911.01.LZZZZZZZ.jpg;en;['Fiction']
0670030643;The Eyre Affair (Alex Awards (Awards));Jasper Fforde;2002.0;Viking Books;http://images.amazon.com/images/P/0670030643.01.LZZZZZZZ.jpg;en;['Fiction']
0440940001;Island of the Blue Dolphins (Laurel Leaf Books);Scott O'Dell;1978.0;Laure Leaf;http://images.amazon.com/images/P/0440940001.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0425157539;Sudden Prey;John Sandford;1997.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425157539.01.LZZZZZZZ.jpg;en;['Fiction']
0671042262;The Blue Nowhere : A Novel;Jeffery Deaver;2002.0;Pocket;http://images.amazon.com/images/P/0671042262.01.LZZZZZZZ.jpg;9;9
0743206029;On the Street Where You Live : A Novel;Mary Higgins Clark;2001.0;Simon & Schuster;http://images.amazon.com/images/P/0743206029.01.LZZZZZZZ.jpg;9;9
0679731148;A Year in Provence;Peter Mayle;1991.0;Vintage Books USA;http://images.amazon.com/images/P/0679731148.01.LZZZZZZZ.jpg;en;['History']
0330375253;Bridget Jones's Diary;Helen Fielding;2001.0;Picador;http://images.amazon.com/images/P/0330375253.01.LZZZZZZZ.jpg;en;['Diary fiction']
1559029838;Call of the Wild;Jack London;1994.0;Selldowns/no More Orders;http://images.amazon.com/images/P/1559029838.01.LZZZZZZZ.jpg;9;9
0380600129;The Indian in the Cupboard;Lynne Reid Banks;1999.0;HarperTrophy;http://images.amazon.com/images/P/0380600129.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
0449912558;The Sparrow;MARY DORIA RUSSELL;1997.0;Fawcett Books;http://images.amazon.com/images/P/0449912558.01.LZZZZZZZ.jpg;en;['Fiction']
0894805770;What to Expect the First Year;Arlene Eisenberg;1989.0;Workman Publishing;http://images.amazon.com/images/P/0894805770.01.LZZZZZZZ.jpg;en;['Family & Relationships']
089480829X;What to Expect When You're Expecting (Revised Edition);Arlene Eisenberg;1996.0;Workman Pub Co;http://images.amazon.com/images/P/089480829X.01.LZZZZZZZ.jpg;en;['Health & Fitness']
0345438329;Big Stone Gap: A Novel (Ballantine Reader's Circle);Adriana Trigiani;2001.0;Ballantine Books;http://images.amazon.com/images/P/0345438329.01.LZZZZZZZ.jpg;9;9
0688177751;Miss Julia Speaks Her Mind : A Novel;Ann B. Ross;2000.0;Perennial;http://images.amazon.com/images/P/0688177751.01.LZZZZZZZ.jpg;9;9
0345446860;Back When We Were Grownups : A Novel (Ballantine Reader's Circle);ANNE TYLER;2002.0;Ballantine Books;http://images.amazon.com/images/P/0345446860.01.LZZZZZZZ.jpg;en;['Fiction']
0399145087;Black Notice;Patricia Daniels Cornwell;1999.0;Putnam Pub Group;http://images.amazon.com/images/P/0399145087.01.LZZZZZZZ.jpg;en;['Fiction']
0316969680;The Beach House;James Patterson;2002.0;Little, Brown;http://images.amazon.com/images/P/0316969680.01.LZZZZZZZ.jpg;9;9
0425178765;Easy Prey;John Sandford;2001.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425178765.01.LZZZZZZZ.jpg;9;9
0425177173;Atlantis Found;Clive Cussler;2001.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425177173.01.LZZZZZZZ.jpg;en;['Fiction']
0380727501;Notes from a Small Island;Bill Bryson;1997.0;Perennial;http://images.amazon.com/images/P/0380727501.01.LZZZZZZZ.jpg;en;['Travel']
0373218192;Engaging The Enemy;Nora Roberts;2003.0;Silhouette;http://images.amazon.com/images/P/0373218192.01.LZZZZZZZ.jpg;en;['Fiction']
0385486804;Into the Wild;Jon Krakauer;1997.0;Anchor;http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg;9;9
0385512104;The Curious Incident of the Dog in the Night-Time (Today Show Book Club #13);Mark Haddon;2003.0;Doubleday;http://images.amazon.com/images/P/0385512104.01.LZZZZZZZ.jpg;en;['Fiction']
0060512822;The Poisonwood Bible;Barbara Kingsolver;2003.0;HarperTorch;http://images.amazon.com/images/P/0060512822.01.LZZZZZZZ.jpg;en;['Fiction']
0061015725;Prey;Michael Crichton;2003.0;Avon Books;http://images.amazon.com/images/P/0061015725.01.LZZZZZZZ.jpg;en;['Fiction']
0061097314;The Bean Trees;Barbara Kingsolver;1998.0;HarperTorch;http://images.amazon.com/images/P/0061097314.01.LZZZZZZZ.jpg;en;['Fiction']
0142001430;Year of Wonders;Geraldine Brooks;2002.0;Penguin Books;http://images.amazon.com/images/P/0142001430.01.LZZZZZZZ.jpg;9;9
0425158616;Cause of Death;Patricia Daniels Cornwell;1997.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg;9;9
0440222656;The Horse Whisperer;Nicholas Evans;1996.0;Dell;http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg;en;['Fiction']
0440236673;The Brethren;John Grisham;2000.0;Island;http://images.amazon.com/images/P/0440236673.01.LZZZZZZZ.jpg;en;['Fiction']
0446608815;Pop Goes the Weasel;James Patterson;2000.0;Warner Vision;http://images.amazon.com/images/P/0446608815.01.LZZZZZZZ.jpg;en;['Fiction']
0671776134;Plain Truth;Jodi Picoult;2001.0;Washington Square Press;http://images.amazon.com/images/P/0671776134.01.LZZZZZZZ.jpg;en;['Fiction']
0743224574;A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash;Sylvia Nasar;2001.0;Simon & Schuster;http://images.amazon.com/images/P/0743224574.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0062502182;The Alchemist: A Fable About Following Your Dream;Paulo Coelho;1995.0;HarperSanFrancisco;http://images.amazon.com/images/P/0062502182.01.LZZZZZZZ.jpg;en;['Fiction']
0060175400;The Poisonwood Bible;Barbara Kingsolver;1999.0;HarperCollins;http://images.amazon.com/images/P/0060175400.01.LZZZZZZZ.jpg;en;['Fiction']
0060922532;Pigs in Heaven;Barbara Kingsolver;1994.0;Perennial;http://images.amazon.com/images/P/0060922532.01.LZZZZZZZ.jpg;9;9
0345380371;Rising Sun;MICHAEL CRICHTON;1992.0;Ballantine Books;http://images.amazon.com/images/P/0345380371.01.LZZZZZZZ.jpg;en;['Fiction']
034540288X;The Lost World;Michael Crichton;1996.0;Ballantine Books;http://images.amazon.com/images/P/034540288X.01.LZZZZZZZ.jpg;en;['Fiction']
0380718340;Cruel & Unusual (Kay Scarpetta Mysteries (Paperback));Patricia D. Cornwell;1994.0;Avon;http://images.amazon.com/images/P/0380718340.01.LZZZZZZZ.jpg;en;['Fiction']
0425161242;Chromosome 6;Robin Cook;2000.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425161242.01.LZZZZZZZ.jpg;en;['Fiction']
0425169863;Point of Origin;Patricia Daniels Cornwell;1999.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425169863.01.LZZZZZZZ.jpg;9;9
0425180638;The Last Precinct;Patricia Cornwell;2001.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425180638.01.LZZZZZZZ.jpg;en;['Fiction']
0441172717;Dune (Remembering Tomorrow);Frank Herbert;1996.0;ACE Charter;http://images.amazon.com/images/P/0441172717.01.LZZZZZZZ.jpg;9;9
0451183665;A Case of Need;Michael Crichton;1994.0;Signet Book;http://images.amazon.com/images/P/0451183665.01.LZZZZZZZ.jpg;en;['Abortion']
0451208765;Sleep No More;Greg Iles;2003.0;Signet Book;http://images.amazon.com/images/P/0451208765.01.LZZZZZZZ.jpg;en;['Fiction']
0671024248;Hearts In Atlantis;Stephen King;2000.0;Pocket;http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg;en;['Fiction']
0671537458;Waiting to Exhale;Terry McMillan;1995.0;Pocket;http://images.amazon.com/images/P/0671537458.01.LZZZZZZZ.jpg;9;9
0688177859;Ahab's Wife: Or, The Star-Gazer: A Novel;Sena Jeter Naslund;2000.0;Perennial;http://images.amazon.com/images/P/0688177859.01.LZZZZZZZ.jpg;en;['Fiction']
0316690619;Cradle and All;James Patterson;2000.0;Little Brown and Company;http://images.amazon.com/images/P/0316690619.01.LZZZZZZZ.jpg;9;9
0446609323;Black Friday;James Patterson;1989.0;Warner Vision;http://images.amazon.com/images/P/0446609323.01.LZZZZZZZ.jpg;en;['Fiction']
0446610038;1st to Die: A Novel;James Patterson;2002.0;Warner Vision;http://images.amazon.com/images/P/0446610038.01.LZZZZZZZ.jpg;en;['Fiction']
0805019375;L Is for Lawless (Kinsey Millhone Mysteries);Sue Grafton;1995.0;Henry Holt & Company;http://images.amazon.com/images/P/0805019375.01.LZZZZZZZ.jpg;9;9
0061000175;Skinwalkers (Joe Leaphorn/Jim Chee Novels);Tony Hillerman;1990.0;HarperTorch;http://images.amazon.com/images/P/0061000175.01.LZZZZZZZ.jpg;en;['Fiction']
0743457358;Everything's Eventual : 14 Dark Tales;Stephen King;2002.0;Pocket;http://images.amazon.com/images/P/0743457358.01.LZZZZZZZ.jpg;en;['Fiction']
0425167313;Here on Earth;Alice Hoffman;1998.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425167313.01.LZZZZZZZ.jpg;en;['Fiction']
0425167720;An Instance of the Fingerpost;Iain Pears;1999.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425167720.01.LZZZZZZZ.jpg;9;9
0609610597;The Shelters of Stone (Earth's Children Series, No 5);JEAN M. AUEL;2002.0;Crown;http://images.amazon.com/images/P/0609610597.01.LZZZZZZZ.jpg;9;9
0316182540;White Oleander : A Novel;Janet Fitch;2001.0;Little, Brown;http://images.amazon.com/images/P/0316182540.01.LZZZZZZZ.jpg;en;['Fiction']
0345413903;The Murder Book;Jonathan Kellerman;2003.0;Ballantine Books;http://images.amazon.com/images/P/0345413903.01.LZZZZZZZ.jpg;en;['Fiction']
0446611611;City of Bones;Michael Connelly;2003.0;Warner Books;http://images.amazon.com/images/P/0446611611.01.LZZZZZZZ.jpg;9;9
0553282476;CAT'S EYE;MARGARET ATWOOD;1989.0;Bantam;http://images.amazon.com/images/P/0553282476.01.LZZZZZZZ.jpg;en;['Fiction']
0684867621;The Girl Who Loved Tom Gordon : A Novel;Stephen King;1999.0;Scribner;http://images.amazon.com/images/P/0684867621.01.LZZZZZZZ.jpg;en;['Fiction']
0553582143;Body of Lies;IRIS JOHANSEN;2003.0;Bantam;http://images.amazon.com/images/P/0553582143.01.LZZZZZZZ.jpg;9;9
0553280341;B Is for Burglar (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1986.0;Bantam;http://images.amazon.com/images/P/0553280341.01.LZZZZZZZ.jpg;en;['Fiction']
0553375407;Ishmael: An Adventure of the Mind and Spirit;Daniel Quinn;1995.0;Bantam;http://images.amazon.com/images/P/0553375407.01.LZZZZZZZ.jpg;en;['Fiction']
0425115801;Lightning;Dean R. Koontz;1996.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425115801.01.LZZZZZZZ.jpg;9;9
0671034022;Mercy;Julie Garwood;2002.0;Pocket;http://images.amazon.com/images/P/0671034022.01.LZZZZZZZ.jpg;9;9
0375727132;The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback));ANN PACKER;2003.0;Vintage;http://images.amazon.com/images/P/0375727132.01.LZZZZZZZ.jpg;en;['Fiction']
0446607711;The Simple Truth;David Baldacci;1999.0;Warner Books;http://images.amazon.com/images/P/0446607711.01.LZZZZZZZ.jpg;9;9
0451151259;Eyes of the Dragon;Stephen King;1988.0;Penguin Putnam~mass;http://images.amazon.com/images/P/0451151259.01.LZZZZZZZ.jpg;9;9
0140254544;A Light in the Window (The Mitford Years);Jan Karon;1996.0;Penguin Books;http://images.amazon.com/images/P/0140254544.01.LZZZZZZZ.jpg;9;9
0345392825;Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle);Mary Pipher;1995.0;Ballantine Books;http://images.amazon.com/images/P/0345392825.01.LZZZZZZZ.jpg;9;9
0767905180;Jemima J: A Novel About Ugly Ducklings and Swans;Jane Green;2001.0;Broadway Books;http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg;en;['Fiction']
0316089699;Sea Glass: A Novel;Anita Shreve;2003.0;Back Bay Books;http://images.amazon.com/images/P/0316089699.01.LZZZZZZZ.jpg;en;['Fiction']
0345447840;The Surgeon;TESS GERRITSEN;2002.0;Ballantine Books;http://images.amazon.com/images/P/0345447840.01.LZZZZZZZ.jpg;en;['Fiction']
0345447867;The Apprentice;Tess Gerritsen;2003.0;Ballantine Books;http://images.amazon.com/images/P/0345447867.01.LZZZZZZZ.jpg;en;['Fiction']
0440213290;The Copper Beech;Maeve Binchy;1993.0;Dell;http://images.amazon.com/images/P/0440213290.01.LZZZZZZZ.jpg;en;['Fiction']
059035342X;Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback));J. K. Rowling;1999.0;Arthur A. Levine Books;http://images.amazon.com/images/P/059035342X.01.LZZZZZZZ.jpg;en;['Juvenile Fiction']
067164257X;GARDEN OF SHADOWS (Dollanger Saga (Paperback));Ariel Jennifer Jones;1987.0;Pocket;http://images.amazon.com/images/P/067164257X.01.LZZZZZZZ.jpg;9;9
038082101X;Daughter of Fortune: A Novel;Isabel Allende;2001.0;HarperTorch;http://images.amazon.com/images/P/038082101X.01.LZZZZZZZ.jpg;en;['Fiction']
0553560247;Dying for Chocolate (Culinary Mysteries (Paperback));DIANE MOTT DAVIDSON;1993.0;Bantam;http://images.amazon.com/images/P/0553560247.01.LZZZZZZZ.jpg;en;['Fiction']
0425162788;Politika (Tom Clancy's Power Plays (Paperback));Tom Clancy;1999.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425162788.01.LZZZZZZZ.jpg;en;['Fiction']
0345342968;Fahrenheit 451;RAY BRADBURY;1987.0;Del Rey;http://images.amazon.com/images/P/0345342968.01.LZZZZZZZ.jpg;en;['Fiction']
0345348109;The Killer Angels;Michael Shaara;1993.0;Ballantine Books;http://images.amazon.com/images/P/0345348109.01.LZZZZZZZ.jpg;en;['Fiction']
0345353145;Sphere;MICHAEL CRICHTON;1988.0;Ballantine Books;http://images.amazon.com/images/P/0345353145.01.LZZZZZZZ.jpg;en;['Fiction']
0345378482;The Andromeda Strain;MICHAEL CRICHTON;1992.0;Ballantine Books;http://images.amazon.com/images/P/0345378482.01.LZZZZZZZ.jpg;en;['Fiction']
0345422384;Pandora: New Tales of the Vampires (New Tales of the Vampires);Anne Rice;1999.0;Ballantine Books;http://images.amazon.com/images/P/0345422384.01.LZZZZZZZ.jpg;en;['Fiction']
0449219364;G Is for Gumshoe (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1991.0;Fawcett Books;http://images.amazon.com/images/P/0449219364.01.LZZZZZZZ.jpg;9;9
0451177096;Dolores Claiborne;Stephen King;2004.0;Signet Book;http://images.amazon.com/images/P/0451177096.01.LZZZZZZZ.jpg;9;9
0671758896;Loves Music, Loves to Dance;Mary Higgins Clark;1992.0;Pocket;http://images.amazon.com/images/P/0671758896.01.LZZZZZZZ.jpg;en;['Fiction']
0812511816;The Eye of the World (The Wheel of Time, Book 1);Robert Jordan;1990.0;Tor Fantasy;http://images.amazon.com/images/P/0812511816.01.LZZZZZZZ.jpg;9;9
0812550706;Ender's Game (Ender Wiggins Saga (Paperback));Orson Scott Card;1994.0;Tor Books;http://images.amazon.com/images/P/0812550706.01.LZZZZZZZ.jpg;en;['Fiction']
0425122123;Clear and Present Danger (Jack Ryan Novels);Tom Clancy;1996.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425122123.01.LZZZZZZZ.jpg;en;['Intelligence service']
0385484518;Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson;MITCH ALBOM;1997.0;Doubleday;http://images.amazon.com/images/P/0385484518.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0440236703;Tell No One;Harlan Coben;2002.0;Dell Publishing Company;http://images.amazon.com/images/P/0440236703.01.LZZZZZZZ.jpg;9;9
0345339738;The Return of the King (The Lord of the Rings, Part 3);J.R.R. TOLKIEN;1986.0;Del Rey;http://images.amazon.com/images/P/0345339738.01.LZZZZZZZ.jpg;9;9
0375706410;Waiting (Vintage International);Ha Jin;2000.0;Vintage Books USA;http://images.amazon.com/images/P/0375706410.01.LZZZZZZZ.jpg;en;['Fiction']
0671041789;The Green Mile;Stephen King;1999.0;Pocket;http://images.amazon.com/images/P/0671041789.01.LZZZZZZZ.jpg;en;['Fiction']
0743211375;From a Buick 8 : A Novel;Stephen King;2002.0;Scribner;http://images.amazon.com/images/P/0743211375.01.LZZZZZZZ.jpg;en;['Fiction']
074343627X;Dreamcatcher;Stephen King;2001.0;Pocket;http://images.amazon.com/images/P/074343627X.01.LZZZZZZZ.jpg;9;9
1592400876;Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation;Lynne Truss;2004.0;Gotham Books;http://images.amazon.com/images/P/1592400876.01.LZZZZZZZ.jpg;9;9
0553274503;Flowers for Algernon (Bantam Classic);DANIEL KEYES;1984.0;Bantam;http://images.amazon.com/images/P/0553274503.01.LZZZZZZZ.jpg;9;9
0425133540;The Sum of All Fears (Jack Ryan Novels);Tom Clancy;1996.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425133540.01.LZZZZZZZ.jpg;en;['Intelligence service']
0743469801;Why Girls Are Weird : A Novel;Pamela Ribon;2003.0;Downtown Press;http://images.amazon.com/images/P/0743469801.01.LZZZZZZZ.jpg;en;['Fiction']
0380731851;Mystic River;Dennis Lehane;2002.0;HarperTorch;http://images.amazon.com/images/P/0380731851.01.LZZZZZZZ.jpg;en;['Fiction']
0425175405;Black Notice;Patricia Daniels Cornwell;2000.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425175405.01.LZZZZZZZ.jpg;en;['Fiction']
0684862719;Pay It Forward: A Novel;Catherine Ryan Hyde;2000.0;Simon & Schuster;http://images.amazon.com/images/P/0684862719.01.LZZZZZZZ.jpg;en;['Fiction']
0316602051;The Jester;James Patterson;2003.0;Little, Brown;http://images.amazon.com/images/P/0316602051.01.LZZZZZZZ.jpg;9;9
0446604666;Sick Puppy;Carl Hiaasen;2001.0;Warner Vision;http://images.amazon.com/images/P/0446604666.01.LZZZZZZZ.jpg;en;['Fiction']
0449221482;J Is for Judgment;Sue Grafton;1999.0;Fawcett Books;http://images.amazon.com/images/P/0449221482.01.LZZZZZZZ.jpg;en;['California']
0553279912;A Is for Alibi (Kinsey Millhone Mysteries (Paperback));SUE GRAFTON;1987.0;Bantam;http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg;en;['Fiction']
0553579754;Fear Nothing;DEAN KOONTZ;1998.0;Bantam;http://images.amazon.com/images/P/0553579754.01.LZZZZZZZ.jpg;9;9
0446516538;Slow Waltz in Cedar Bend;Robert James Waller;1993.0;Warner Books;http://images.amazon.com/images/P/0446516538.01.LZZZZZZZ.jpg;en;['Fiction']
0440214041;The Pelican Brief;John Grisham;1993.0;Dell;http://images.amazon.com/images/P/0440214041.01.LZZZZZZZ.jpg;9;9
0679446486;Airframe;Michael Crichton;1996.0;Alfred A. Knopf;http://images.amazon.com/images/P/0679446486.01.LZZZZZZZ.jpg;en;['Fiction']
0440108268;The Bridge Across Forever;Richard Bach;1986.0;Dell;http://images.amazon.com/images/P/0440108268.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0345337662;Interview with the Vampire;Anne Rice;1993.0;Ballantine Books;http://images.amazon.com/images/P/0345337662.01.LZZZZZZZ.jpg;en;['Fiction']
0345351525;The Queen of the Damned (Vampire Chronicles (Paperback));Anne Rice;1993.0;Ballantine Books;http://images.amazon.com/images/P/0345351525.01.LZZZZZZZ.jpg;en;['Fiction']
0385265700;The Book of Ruth (Oprah's Book Club (Paperback));Jane Hamilton;1990.0;Anchor;http://images.amazon.com/images/P/0385265700.01.LZZZZZZZ.jpg;en;['Middle West']
0440213525;The Client;John Grisham;1994.0;Dell Publishing Company;http://images.amazon.com/images/P/0440213525.01.LZZZZZZZ.jpg;en;['Fiction']
0440220602;The Chamber;John Grisham;1995.0;Dell Publishing Company;http://images.amazon.com/images/P/0440220602.01.LZZZZZZZ.jpg;en;['Fiction']
0440221471;The Runaway Jury;JOHN GRISHAM;1997.0;Dell;http://images.amazon.com/images/P/0440221471.01.LZZZZZZZ.jpg;9;9
0449003787;"\O\"" Is for Outlaw""";SUE GRAFTON;2001.0;Ballantine Books;http://images.amazon.com/images/P/0449003787.01.LZZZZZZZ.jpg;9;9
051513628X;Key of Light (Key Trilogy (Paperback));Nora Roberts;2003.0;Jove Books;http://images.amazon.com/images/P/051513628X.01.LZZZZZZZ.jpg;en;['Fiction']
0515136379;Key of Knowledge (Key Trilogy (Paperback));Nora Roberts;2003.0;Jove Books;http://images.amazon.com/images/P/0515136379.01.LZZZZZZZ.jpg;9;9
0515136530;Key of Valor (Roberts, Nora. Key Trilogy, 3.);Nora Roberts;2003.0;Jove Pubns;http://images.amazon.com/images/P/0515136530.01.LZZZZZZZ.jpg;en;['Fiction']
0553573136;Couplehood;PAUL REISER;1995.0;Bantam;http://images.amazon.com/images/P/0553573136.01.LZZZZZZZ.jpg;9;9
0786889020;Don't Stand Too Close to a Naked Man;Tim Allen;1995.0;Hyperion;http://images.amazon.com/images/P/0786889020.01.LZZZZZZZ.jpg;9;9
1573229326;How to Be Good;Nick Hornby;2002.0;Riverhead Books;http://images.amazon.com/images/P/1573229326.01.LZZZZZZZ.jpg;en;['Fiction']
0385424736;The Rainmaker;John Grisham;1995.0;Doubleday Books;http://images.amazon.com/images/P/0385424736.01.LZZZZZZZ.jpg;9;9
0553295977;Carnal Innocence;Nora Roberts;1992.0;Bantam Books;http://images.amazon.com/images/P/0553295977.01.LZZZZZZZ.jpg;9;9
0671004549;You Belong To Me;Mary Higgins Clark;1999.0;Pocket Books;http://images.amazon.com/images/P/0671004549.01.LZZZZZZZ.jpg;en;['Fiction']
0802139256;Peace Like a River;Leif Enger;2002.0;Grove Press;http://images.amazon.com/images/P/0802139256.01.LZZZZZZZ.jpg;en;['Fiction']
081297106X;Reading Lolita in Tehran: A Memoir in Books;Azar Nafisi;2003.0;Random House Trade Paperbacks;http://images.amazon.com/images/P/081297106X.01.LZZZZZZZ.jpg;en;['Biography & Autobiography']
0060987529;Confessions of an Ugly Stepsister : A Novel;Gregory Maguire;2000.0;Regan Books;http://images.amazon.com/images/P/0060987529.01.LZZZZZZZ.jpg;en;['Fiction']
0345314255;Sword of Shannara;Terry Brooks;1995.0;Del Rey Books;http://images.amazon.com/images/P/0345314255.01.LZZZZZZZ.jpg;9;9
0515133973;Midnight Bayou;Nora Roberts;2004.0;Jove Books;http://images.amazon.com/images/P/0515133973.01.LZZZZZZZ.jpg;en;['Fiction']
0671693816;Wifey;Judy Blume;1989.0;Pocket;http://images.amazon.com/images/P/0671693816.01.LZZZZZZZ.jpg;en;['Fiction']
0515120618;Montana Sky;Nora Roberts;2000.0;Jove Books;http://images.amazon.com/images/P/0515120618.01.LZZZZZZZ.jpg;en;['Fiction']
0142004235;East of Eden (Oprah's Book Club);John Steinbeck;2003.0;Penguin Books;http://images.amazon.com/images/P/0142004235.01.LZZZZZZZ.jpg;en;['Fiction']
0385335830;Diary of a Mad Bride (Summer Display Opportunity);Laura Wolf;2002.0;Delta;http://images.amazon.com/images/P/0385335830.01.LZZZZZZZ.jpg;9;9
080411935X;Standing in the Rainbow;FANNIE FLAGG;2003.0;Ballantine Books;http://images.amazon.com/images/P/080411935X.01.LZZZZZZZ.jpg;en;['Fiction']
0743412028;Pay It Forward;Catherine Ryan Hyde;2000.0;Pocket;http://images.amazon.com/images/P/0743412028.01.LZZZZZZZ.jpg;en;['Fiction']
0425169693;Here on Earth (Oprah's Book Club);Alice Hoffman;1999.0;Berkley Publishing Group;http://images.amazon.com/images/P/0425169693.01.LZZZZZZZ.jpg;en;['Fiction']
0452269571;Bastard Out of Carolina;Dorothy Allison;1993.0;Plume Books;http://images.amazon.com/images/P/0452269571.01.LZZZZZZZ.jpg;9;9
0312263120;Digital Fortress : A Thriller;Dan Brown;2000.0;St. Martin's Griffin;http://images.amazon.com/images/P/0312263120.01.LZZZZZZZ.jpg;en;['Fiction']
0446532231;Dude, Where's My Country?;Michael Moore;2003.0;Warner Books;http://images.amazon.com/images/P/0446532231.01.LZZZZZZZ.jpg;en;['Humor']
0385498802;Bee Season: A Novel;Myla Goldberg;2001.0;Anchor Books/Doubleday;http://images.amazon.com/images/P/0385498802.01.LZZZZZZZ.jpg;en;['Fiction']
0312291639;The Nanny Diaries: A Novel;Emma McLaughlin;2003.0;St. Martin's Griffin;http://images.amazon.com/images/P/0312291639.01.LZZZZZZZ.jpg;en;['Fiction']
0446611212;Violets Are Blue;James Patterson;2002.0;Warner Vision;http://images.amazon.com/images/P/0446611212.01.LZZZZZZZ.jpg;9;9
0316168688;The Dogs of Babel (Today Show Book Club #12);Carolyn Parkhurst;2003.0;Little, Brown;http://images.amazon.com/images/P/0316168688.01.LZZZZZZZ.jpg;9;9
